index;tem_id;name;context;stored_value;unit_inferred;minimum;maximum;step_raw;group_text;address_candidate_hex;type_raw;unit_raw;variant_index;position_raw;page_raw;entry_key_raw;variant_flag_raw;address_low_raw;address_high_raw;header_raw;tail_raw;title;help_text;author_text;controller_text;offset;end_offset;payload_offset;fields_offset
69;04-62;Vorlaufsollwert-Abfall in der Abkühlphase;Einstellebene 4, Globale Einstellungen;-5;K;-20;-0,5;1;Einstellebene 4, Globale Einstellungen;0xFFC9;13;2;0;10;4;8352;0;201;255;[1, 2, 21, 2];[3, 0, 81];04-62  Vorlaufsollwert-Abfall in der Abkühlphase;Vorlauf Sollwertabsenkung für die Auskühlphase im Austrocknungsprogramm [K/d];ich;17385;19383;19653;19385;19450
70;04-63;Vorlaufsollwert in der Beharrungsphase;Einstellebene 4, Globale Einstellungen;47;°C;20;70;1;Einstellebene 4, Globale Einstellungen;0xFFCB;13;1;0;11;4;8368;0;203;255;[1, 2, 21, 2];[3, 0, 81];04-63  Vorlaufsollwert in der Beharrungsphase;Vorlaufsollwert für die Beharrungsphase im Austrocknungsprogramm;ich;17385;19653;19907;19655;19717
71;04-64;Dauer der Beharrungsphase;Einstellebene 4, Globale Einstellungen;30;;1;250;1;Einstellebene 4, Globale Einstellungen;0xFFCD;0;0;0;12;4;8384;0;205;255;[1, 2, 21, 1];[3, 0, 81];04-64  Dauer der Beharrungsphase;Zeitdauer für die Beharrungsphase [0.1 d];ich;17385;19907;20125;19909;19958
72;05-00;Schaltdifferenz Brauchwasserbereitung;Einstellebene 5, Brauchwasserbereitung;5;°C;2;20;5;Einstellebene 5, Brauchwasserbereitung;0xF294;13;1;0;0;5;10240;0;148;242;[1, 2, 21, 2];[1, 0, 81];05-00  Schaltdifferenz Brauchwasserbereitung;"Unterschreitet die Warmwassertemperatur am Fühler TB den Sollwert um den Einstellwert wird die WW-Erwärmung
aktiviert.";ich;17385;20125;20433;20127;20188
73;05-01;Temperaturüberhoehung Brauchwasserbereitung;Einstellebene 5, Brauchwasserbereitung;6;°C;2;30;5;Einstellebene 5, Brauchwasserbereitung;0xF296;13;1;0;1;5;10256;0;150;242;[1, 2, 21, 2];[1, 0, 81];05-01  Temperaturüberhoehung Brauchwasserbereitung;"Damit das Warmwasser effektiv und schnell erwärmt werden kann, ist eine Wärmeerzeuger-Überhöhung zum
Warmwasser-Sollwert einzustellen.";ich;17385;20433;20763;20435;20502
74;05-02;Brauchwasser-Vorrang;Einstellebene 5, Brauchwasserbereitung;0,1;;0;20;1;Einstellebene 5, Brauchwasserbereitung;0xF292;13;0;0;2;5;10272;0;146;242;[1, 2, 21, 2];[1, 0, 81];05-02  Brauchwasser-Vorrang;"Das Warmwasser kann parallel, im Vorrang oder lastabhängig - parallel zu den Heizkreisen erwärmt werden.
0 = absoluter Vorrangbetrieb
0.1 = absoluter Parallelbetrieb
0.2 - 20.0 h = lastabhängiger Parallelbetrieb";ich;17385;20763;21149;20765;20809
75;05-03;Nachlaufzeit Brauchwasserbereitung;Einstellebene 5, Brauchwasserbereitung;3;min;0;30;5;Einstellebene 5, Brauchwasserbereitung;0xF298;13;6;0;3;5;10288;0;152;242;[1, 2, 21, 2];[1, 0, 81];05-03  Nachlaufzeit Brauchwasserbereitung;Die Ladepumpe läuft nach Beendigung einer Warmwasserladung um die eingestellte Zeit nach.;ich;17385;21149;21424;21151;21209
76;05-04;Legionellenschutztemperatur;Einstellebene 5, Brauchwasserbereitung;60;°C;60;80;10;Einstellebene 5, Brauchwasserbereitung;0xF29A;13;1;0;4;5;10304;0;154;242;[1, 2, 21, 2];[1, 0, 81];05-04  Legionellenschutztemperatur;"Sollwert für die thermische Desinfektion (Legionellenschutz). Gilt während einer freigegeben thermischen Desinfektion
für die Warmwasserladung.";ich;17385;21424;21747;21426;21477
77;05-05;Funktionsweise Ladepumpennachlauf;Einstellebene 5, Brauchwasserbereitung;0;;0;2;1;Einstellebene 5, Brauchwasserbereitung;0xF2A0;4;0;0;5;5;10320;0;160;242;[1, 2, 21, 2];[1, 0, 81];05-05  Funktionsweise Ladepumpennachlauf;"Konfiguration der Warmwasserbereitung.
0 = zeitabhängiger Pumpennachlauf gemäss Einstellwert 5-03
1 = Zeit- und Temperaturabhängiger Pumpennachlauf
2 = Warmwasserbereitung über eine separate Wärmepumpe an Klemme .";ich;17385;21747;22148;21749;21806
78;05-06;Zirkulationspumpe aktiv;Einstellebene 5, Brauchwasserbereitung;1;;0;1;1;Einstellebene 5, Brauchwasserbereitung;0xF2A2;0;0;0;6;5;10336;0;162;242;[1, 2, 21, 1];[1, 0, 81];05-06  Zirkulationspumpe aktiv;"0 = Funktion nicht aktiv
1 = Zirkulationspumpe aktiv gemäss eingestelltem Automatikprogramm";ich;17385;22148;22415;22150;22197
79;05-07;Stellglied Brauchwasserbereitung;Einstellebene 5, Brauchwasserbereitung;1;;0;1;1;Einstellebene 5, Brauchwasserbereitung;0xF2A3;0;0;0;7;5;10352;0;163;242;[1, 2, 21, 1];[1, 0, 81];05-07  Stellglied Brauchwasserbereitung;"0 = Warmwasserbereitung über Ladepumpe
1 = Warmwasserbereitung über ULV";ich;17385;22415;22671;22417;22473
80;05-13;Reduktion Sollwert TBO;Einstellebene 5, Brauchwasserbereitung;15;K;0;20;10;Einstellebene 5, Brauchwasserbereitung;0xF2C2;13;2;0;8;5;10368;0;194;242;[1, 2, 21, 2];[1, 0, 81];05-13  Reduktion Sollwert TBO;Während einer Störung der Wärmepumpe wird der Sollwert TBO um den eingestellten Wert reduziert.;ich;17385;22671;22940;22673;22719
55;05-14;Legionellenschutzfunktion;Einstellebene 3, Raumtemperaturregelung;0;;0;8;1;Einstellebene 3, Raumtemperaturregelung;0xF29C;4;0;0;12;3;6336;0;156;242;[1, 2, 21, 2];[0, 0, 81];05-14  Legionellenschutzfunktion;"0 = keine Legionellenschutzfunktion
1 = Montag
2 = Dienstag
3 = Mittwoch
4 = Donnerstag
5 = Freitag
6 = Samstag
7 = Sonntag
8 = täglich";ich;17385;15063;15384;15065;15114
81;05-40;Min. Fehlerdauer fuer Brauchwasser Störmeldung;Einstellebene 5, Brauchwasserbereitung;0;h;0;20;10;Einstellebene 5, Brauchwasserbereitung;0xF2A4;13;5;0;9;5;10384;0;164;242;[1, 2, 21, 2];[2, 0, 81];05-40  Min. Fehlerdauer fuer Brauchwasser Störmeldung;Weicht die Brauchwassertemperatur während der Ladung innerhalb der eingestellten Zeit um mehr als 10 K vom Sollwert ab, wird eine Störung generiert. Einstellung 0=Funktion unwirksam;ich;17385;22940;23319;22942;23012
13;05-51;Sollwert Warmwassertemperatur;Heizkreis 1 (abgeleitet);50;°C;10;70;10;Einstellebene 2, ;0xF008;13;1;0;2;2;4128;1;8;240;[1, 2, 21, 2];[0, 0, 81];05-51  Sollwert Warmwassertemperatur;Sollwert für Brauchwasser Temperatur;ich;17385;2671;2867;2673;2726
14;05-51;Sollwert Warmwassertemperatur;Heizkreis 2 (abgeleitet);10;°C;10;70;10;Einstellebene 2, ;0xF330;13;1;1;2;2;4129;1;48;243;[1, 2, 21, 2];[0, 0, 81];05-51  Sollwert Warmwassertemperatur;Sollwert für Brauchwasser Temperatur;ich;17385;2867;3063;2869;2922
22;05-60;Partydauer WWB;Heizkreis 1 (abgeleitet);0;min;0;600;5;Einstellebene 2, ;0xF00D;0;6;0;7;2;4208;1;13;240;[1, 2, 21, 1];[0, 0, 81];05-60  Partydauer WWB;Zeitdauer für Partybetrieb in Minuten;ich;17385;4844;5026;4846;4884
23;05-60;Partydauer WWB;Heizkreis 2 (abgeleitet);0;min;0;600;5;Einstellebene 2, ;0xF335;0;6;1;7;2;4209;1;53;243;[1, 2, 21, 1];[0, 0, 81];05-60  Partydauer WWB;Zeitdauer für Partybetrieb in Minuten;ich;17385;5026;5208;5028;5066
83;06-00;Brauchwasser Ladeleistung;Einstellebene 6, WM-Einstellungen;100;kW;0;999;10;Einstellebene 6, WM-Einstellungen;0xF2A8;13;8;0;0;6;12288;0;168;242;[1, 2, 21, 2];[1, 0, 81];06-00 Brauchwasser Ladeleistung;"Ladeleistung die bei einer Warmwasserbereitung vom Wärmemanager angefordert wird.
Anteil der gesamten Wärmeerzeuger-/Anlageleistung (Summe der Einstellebene 11 ÷ 18 Einsteller 11-02)";ich;17385;23716;24070;23718;23766
84;06-01;Puffer, Heiz-  Ladeleistung;Einstellebene 6, WM-Einstellungen;100;kW;0;999;10;Einstellebene 6, WM-Einstellungen;0xF2AA;13;8;0;1;6;12304;0;170;242;[1, 2, 21, 2];[1, 0, 81];06-01  Puffer, Heiz-  Ladeleistung;Anteil der gesamten Wärmeerzeuger-/Anlageleistung (Summe der Einstellebene 11 ÷ 18 Einsteller 11-02);ich;17385;24070;24344;24072;24123
85;06-02;Kühlleistung;Einstellebene 6, WM-Einstellungen;100;kW;0;999;5;Einstellebene 6, WM-Einstellungen;0xF2CA;13;8;0;2;6;12320;0;202;242;[1, 2, 21, 2];[1, 0, 81];06-02  Kühlleistung;Die Kühlleistung dient dem Wärmemanager zur Berechnung der benötigten Leistung für die weiteren Wärmeerzeuger.;ich;17385;24344;24613;24346;24382
86;06-04;WEZ Überhöhung;Einstellebene 6, WM-Einstellungen;10;K;0;20;5;Einstellebene 6, WM-Einstellungen;0xF2AC;13;2;0;3;6;12336;0;172;242;[1, 2, 21, 2];[1, 0, 81];06-04  WEZ Überhöhung;Hier wird die Überhöhung Wärmeerzeugersollwert zum Puffer Oben TPO oder Hauptvorlauffühler TKx eingestellt. (TWV zu TPO oder TKx);ich;17385;24613;24903;24615;24653
87;06-05;Puffer Offset TPM aus;Einstellebene 6, WM-Einstellungen;0;K;-10;30;5;Einstellebene 6, WM-Einstellungen;0xF2AE;13;2;0;4;6;12352;0;174;242;[1, 2, 21, 2];[2, 0, 81];06-05  Puffer Offset TPM aus;Sollwertreduktion für das Beenden der Pufferladung am Abschaltfühler;ich;17385;24903;25139;24905;24950
88;06-08;TBVsoll Überhöhung;Einstellebene 6, WM-Einstellungen;10;K;0;20;5;Einstellebene 6, WM-Einstellungen;0xF2B2;13;2;0;5;6;12368;0;178;242;[1, 2, 21, 2];[1, 0, 81];06-08  TBVsoll Überhöhung;Notwendige Wärmeerzeuger Temperaturerhöhung bei Brauchwasserladung;ich;17385;25139;25370;25141;25183
89;06-10;Xp WEZ Manager;Einstellebene 6, WM-Einstellungen;3;K;2;100;5;Einstellebene 6, WM-Einstellungen;0xF2B4;13;2;0;6;6;12384;0;180;242;[1, 2, 21, 2];[1, 0, 81];06-10  Xp WEZ Manager;Gibt an, bei welcher Soll-Ist Abweichung der Stellbefehl 100% ist;ich;17385;25370;25596;25372;25410
90;06-11;Tn WEZ Manager;Einstellebene 6, WM-Einstellungen;20;min;0;100;10;Einstellebene 6, WM-Einstellungen;0xF2B6;13;6;0;7;6;12400;0;182;242;[1, 2, 21, 2];[1, 0, 81];06-11  Tn WEZ Manager;Die Stellgrösse wird innerhalb der eingestellten Zeit verdoppelt, wenn die Regelabweichung kostant bleibt.;ich;17385;25596;25863;25598;25636
91;06-12;Tv WEZ Manager;Einstellebene 6, WM-Einstellungen;0;s?;0;100;10;Einstellebene 6, WM-Einstellungen;0xF2B8;13;7;0;8;6;12416;0;184;242;[1, 2, 21, 2];[2, 0, 81];06-12  Tv WEZ Manager;Mit der Vorhaltezeit kann dem Wärmemanager ein Differential Anteil zugeordnet werden. Die aktuelle Steigung der Puffer- oder Hauptvorlauftemperatur mit der Vorhaltezeit multipliziert ergibt eine theoretische Sollwertverschiebung.;ich;17385;25863;26253;25865;25903
92;06-13;Reduktion Sollwert TKX;Einstellebene 6, WM-Einstellungen;5;K;0;25;10;Einstellebene 6, WM-Einstellungen;0xF2C0;13;2;0;9;6;12432;0;192;242;[1, 2, 21, 2];[1, 0, 81];06-13  Reduktion Sollwert TKX;Während einer Störung der Wärmepumpe wird der Sollwert TWR oder TKX um den eingestellten Wert reduziert.;ich;17385;26253;26526;26255;26301
93;06-20;Sequenzwechsel Flag;Einstellebene 6, WM-Einstellungen;0;;0;8;1;Einstellebene 6, WM-Einstellungen;0xF2E0;4;0;0;10;6;12448;0;224;242;[1, 2, 21, 2];[1, 0, 81];06-20  Sequenzwechsel Flag;"0=kein Folgewechsel
1=Folgewechsel nach 1 Woche
2=Folgewechsel nach 2 Wochen
3=Folgewechsel nach 3 Wochen
4=Folgewechsel nach 4 Wochen
5=Folgewechsel nach 5 Wochen
6=Folgewechsel nach 6 Wochen
7=Folgewechsel nach 7 Wochen
8=Folgewechsel sofort";ich;17385;26526;26943;26528;26571
94;07-00;Proportional-Bereich Mischer;Heizkreis 1 (abgeleitet);15;K;5;30;10;Einstellebene 7 Heizkreisregelung;0xF028;13;2;0;0;7;14336;1;40;240;[1, 2, 21, 2];[1, 0, 81];07-00  Proportional-Bereich Mischer;Gibt an, bei welcher Soll-Ist Abweichung der Stellbefehl 100% ist;ich;17385;26943;27183;26945;26997
95;07-00;Proportional-Bereich Mischer;Heizkreis 2 (abgeleitet);15;K;5;30;10;Einstellebene 7 Heizkreisregelung;0xF350;13;2;1;0;7;14337;1;80;243;[1, 2, 21, 2];[1, 0, 81];07-00  Proportional-Bereich Mischer;Gibt an, bei welcher Soll-Ist Abweichung der Stellbefehl 100% ist;ich;17385;27183;27423;27185;27237
96;07-01;Überhöhung WE-Temperatur;Heizkreis 1 (abgeleitet);0;K;0;30;10;Einstellebene 7 Heizkreisregelung;0xF020;13;2;0;1;7;14352;1;32;240;[1, 2, 21, 2];[1, 0, 81];07-01  Überhöhung WE-Temperatur;Überhöhung der Sollwertanforderung an den Wärmeverteiler.;ich;17385;27423;27651;27425;27473
97;07-01;Überhöhung WE-Temperatur;Heizkreis 2 (abgeleitet);3;K;0;30;10;Einstellebene 7 Heizkreisregelung;0xF348;13;2;1;1;7;14353;1;72;243;[1, 2, 21, 2];[1, 0, 81];07-01  Überhöhung WE-Temperatur;Überhöhung der Sollwertanforderung an den Wärmeverteiler.;ich;17385;27651;27879;27653;27701
98;07-02;Minimale Vorlauftemperatur;Heizkreis 1 (abgeleitet);0;°C;0;40;10;Einstellebene 7 Heizkreisregelung;0xF01C;13;1;0;2;7;14368;1;28;240;[1, 2, 21, 2];[2, 0, 81];07-02  Minimale Vorlauftemperatur;Vorlauf Minimaltemperatur (ist wirksam, wenn Heizgrenzen nicht aktiv);ich;17385;27879;28121;27881;27931
99;07-02;Minimale Vorlauftemperatur;Heizkreis 2 (abgeleitet);0;°C;0;40;10;Einstellebene 7 Heizkreisregelung;0xF344;13;1;1;2;7;14369;1;68;243;[1, 2, 21, 2];[2, 0, 81];07-02  Minimale Vorlauftemperatur;Vorlauf Minimaltemperatur (ist wirksam, wenn Heizgrenzen nicht aktiv);ich;17385;28121;28363;28123;28173
100;07-03;Pumpennachlauf Heizkreis;Heizkreis 1 (abgeleitet);15;min;0;30;10;Einstellebene 7 Heizkreisregelung;0xF02C;13;6;0;3;7;14384;1;44;240;[1, 2, 21, 2];[1, 0, 81];07-03  Pumpennachlauf Heizkreis;Nach Abschaltung des Heizkreises läuft die Umwälzpumpe um die eingestellte Zeit nach.;ich;17385;28363;28619;28365;28413
101;07-03;Pumpennachlauf Heizkreis;Heizkreis 2 (abgeleitet);15;min;0;30;10;Einstellebene 7 Heizkreisregelung;0xF354;13;6;1;3;7;14385;1;84;243;[1, 2, 21, 2];[1, 0, 81];07-03  Pumpennachlauf Heizkreis;Nach Abschaltung des Heizkreises läuft die Umwälzpumpe um die eingestellte Zeit nach.;ich;17385;28619;28875;28621;28669
102;07-05;Heizkreistyp;Heizkreis 1 (abgeleitet);2;;0;3;1;Einstellebene 7 Heizkreisregelung;0xF02A;4;0;0;4;7;14400;1;42;240;[1, 2, 21, 2];[1, 0, 81];07-05  Heizkreistyp;"0 = 3 Punkt Mischer 
1 = 2 Punkt Mischer
2 = Pumpenkreis
3 = Kein Heizkreis
4 = Taktbetrieb, wenn WE abgeschaltet";ich;17385;28875;29151;28877;28913
103;07-05;Heizkreistyp;Heizkreis 2 (abgeleitet);0;;0;3;1;Einstellebene 7 Heizkreisregelung;0xF352;4;0;1;4;7;14401;1;82;243;[1, 2, 21, 2];[1, 0, 81];07-05  Heizkreistyp;"0 = 3 Punkt Mischer 
1 = 2 Punkt Mischer
2 = Pumpenkreis
3 = Kein Heizkreis
4 = Taktbetrieb, wenn WE abgeschaltet";ich;17385;29151;29427;29153;29189
104;07-06;Min. Fehlerdauer fuer Vorlauf-Störmeldung;Heizkreis 1 (abgeleitet);0;h;0;20;10;Einstellebene 7 Heizkreisregelung;0xF040;13;5;0;5;7;14416;1;64;240;[1, 3, 21, 2];[1, 0, 81];07-06  Min. Fehlerdauer fuer Vorlauf-Störmeldung;Weicht die Isttemperatur über die eingestellte Zeit um mehr als 5 K vom Sollwert ab, wird eine eBUS Fehlermeldung generiert.;ich;17385;29427;29739;29429;29494
105;07-06;Min. Fehlerdauer fuer Vorlauf-Störmeldung;Heizkreis 2 (abgeleitet);0;h;0;20;10;Einstellebene 7 Heizkreisregelung;0xF368;13;5;1;5;7;14417;1;104;243;[1, 3, 21, 2];[1, 0, 81];07-06  Min. Fehlerdauer fuer Vorlauf-Störmeldung;Sinkt die Aussentemperatur unter den eingestellten Wert, wird die Frostschutzfunktion aktiv. Steigt die Aussentemperatur über den eingestellten Wert + 2K wird die Frostschutzfunktion deaktiviert.;ich;17385;29739;30122;29741;29806
17;07-08;Vorlauf Maximaltemperatur TV;Heizkreis 1 (abgeleitet);55;°C;10;90;10;Einstellebene 2, ;0xF01E;13;1;0;4;2;4160;1;30;240;[1, 2, 21, 2];[0, 0, 81];07-08  Vorlauf Maximaltemperatur TV;Maximal möglicher Sollwert für Vorlauftemperatur.;ich;17385;3535;3743;3537;3589
18;07-08;Vorlauf Maximaltemperatur TV;Heizkreis 2 (abgeleitet);45;°C;10;90;10;Einstellebene 2, ;0xF346;13;1;1;4;2;4161;1;70;243;[1, 2, 21, 2];[0, 0, 81];07-08  Vorlauf Maximaltemperatur TV;Maximal möglicher Sollwert für Vorlauftemperatur.;ich;17385;3743;3951;3745;3797
106;07-14;Heizkreisfunktion im Kühlbetrieb;Heizkreis 1 (abgeleitet);0;;0;3;1;Einstellebene 7 Heizkreisregelung;0xF012;4;0;0;6;7;14432;1;18;240;[1, 2, 21, 2];[1, 0, 81];07-14  Heizkreisfunktion im Kühlbetrieb;"0 = Mischer für Heizbetrieb ohne Kühlbetrieb
1 = Mischer zu im Kühlbetrieb
2 = Mischer auf im Kühlbetrieb
3 = Mischer geregelt im Kühlbetrieb";ich;17385;30122;30445;30124;30180
107;07-14;Heizkreisfunktion im Kühlbetrieb;Heizkreis 2 (abgeleitet);0;;0;3;1;Einstellebene 7 Heizkreisregelung;0xF33A;4;0;1;6;7;14433;1;58;243;[1, 2, 21, 2];[1, 0, 81];07-14  Heizkreisfunktion im Kühlbetrieb;"0 = Mischer für Heizbetrieb ohne Kühlbetrieb
1 = Mischer zu im Kühlbetrieb
2 = Mischer auf im Kühlbetrieb
3 = Mischer geregelt im Kühlbetrieb";ich;17385;30445;30768;30447;30503
108;07-31;Heizkreisüberhöhung Niedertarif;Heizkreis 1 (abgeleitet);0;K;0;30;5;Einstellebene 7 Heizkreisregelung;0xF042;13;2;0;7;7;14448;1;66;240;[1, 2, 21, 2];[1, 0, 81];07-31  Heizkreisüberhöhung Niedertarif;"Ist die Zirkulationspumpe inaktiv, kann die Heizkreistemperatur, im günstigen Niedertarif, um den hier eingestellten Wert erhöht werden. 
Dadurch kann bei einer Fussbodenheizung ohne Pufferspeicher zusätzliche Energie in den Fussboden gebracht werden.
Als Niedertarifzeit gilt das eingestellte Zirkulationspumpen Zeitprogramm. 
Bei einem Pufferspeicher wird der Sollwert TPO um diesen Wert erhöht.";ich;17385;30768;31348;30770;30825
109;07-31;Heizkreisüberhöhung Niedertarif;Heizkreis 2 (abgeleitet);0;K;0;30;5;Einstellebene 7 Heizkreisregelung;0xF36A;13;2;1;7;7;14449;1;106;243;[1, 2, 21, 2];[1, 0, 81];07-31  Heizkreisüberhöhung Niedertarif;Die Temperaturabweichung für für die Fehlermeldung kann hier verändert werden;ich;17385;31348;31603;31350;31405
110;08-55;Puffer aktiv;Einstellebene 8, Solar- und Speicherfunktionen;0;;0;3;1;Einstellebene 8, Solar- und Speicherfunktionen;0xF2C6;4;0;0;0;8;16384;0;198;242;[1, 2, 21, 2];[2, 0, 81];08-55  Puffer aktiv;"0 = kein Pufferspeicher  
1 = Pufferspeicher ohne Warmwassereinsatz (kein TB)  
2 = Pufferspeicher mit integriertem Warmwassereinsatz oder externem WW-Speicher der über den Puffer erwärmt wird";ich;17385;31603;31969;31605;31641
111;08-58;Puffer Minimaltemperatur;Einstellebene 8, Solar- und Speicherfunktionen;0;°C;0;80;10;Einstellebene 8, Solar- und Speicherfunktionen;0xF2BE;13;1;0;1;8;16400;0;190;242;[1, 2, 21, 2];[2, 0, 81];08-58  Puffer Minimaltemperatur;Die minimale Puffer Solltemperatur ist immer im Heiz- oder Brauchwasser Ladebetrieb aktiv.;ich;17385;31969;32243;31971;32019
112;08-59;Puffer Maximaltemperatur;Einstellebene 8, Solar- und Speicherfunktionen;90;°C;60;100;10;Einstellebene 8, Solar- und Speicherfunktionen;0xF2D0;13;1;0;2;8;16416;0;208;242;[1, 2, 21, 2];[2, 0, 81];08-59  Puffer Maximaltemperatur;Maximal mögliche Puffer Abschalttemperatur;ich;17385;32243;32469;32245;32293
113;08-72;Delta Puffer bei Solar aktiv;Einstellebene 8, Solar- und Speicherfunktionen;40;K;0;40;10;Einstellebene 8, Solar- und Speicherfunktionen;0xF2CE;13;2;0;3;8;16432;0;206;242;[1, 2, 21, 2];[2, 0, 81];08-72  Delta Puffer bei Solar aktiv;Der Puffer-Sollwert wird, wenn der solare Ertrag auf über 50 % Solarleistung ist, um den eingestellten Wert reduziert.;ich;17385;32469;32775;32471;32523
114;08-79;WW Minimaltemperatur bei Solar aktiv;Einstellebene 8, Solar- und Speicherfunktionen;10;K;0;60;10;Einstellebene 8, Solar- und Speicherfunktionen;0xF2CC;13;2;0;4;8;16448;0;204;242;[1, 2, 21, 2];[2, 0, 81];08-79  WW Minimaltemperatur bei Solar aktiv;Der Warmwasser - Sollwert wird, wenn der solare Ertrag auf über 50 % Solarleistung ist, auf den eingestellten Wert reduziert.;ich;17385;32775;33096;32777;32837
116;09-00;Nachlaufzeit Schutzfunktion;Einstellebene 9, WE Einstellungen Wärmepumpe;1;min;0;40;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF258;13;6;0;1;9;18448;0;88;242;[1, 2, 21, 2];[1, 0, 81];09-00  Nachlaufzeit Schutzfunktion;Die Wärmeerzeugerpumpe und wenn vorhanden der Mischer laufen um diese Zeit weiter.;ich;17385;33467;33734;33469;33520
156;09-00;Nachlaufzeit Schutzfunktion;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;1;min;0;40;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF580;13;6;0;1;10;20496;0;128;245;[1, 2, 21, 2];[1, 0, 81];09-00  Nachlaufzeit Schutzfunktion;Die Wärmeerzeugerpumpe und wenn vorhanden der Mischer laufen um diese Zeit weiter.;ich;17385;46681;46960;46683;46734
117;09-04;Vorlaufzeit Quellenpumpe;Einstellebene 9, WE Einstellungen Wärmepumpe;0,5;min;0;300;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF254;13;6;0;2;9;18464;0;84;242;[1, 2, 21, 2];[1, 0, 81];09-04  Vorlaufzeit Quellenpumpe;Einschaltverzögerung des Wärmeerzeugers nach einer Wärmeanforderung. Dies entspricht auch der Vorlaufzeit Quellenpumpe oder Gebläse, da diese mit der Wärmeanforderung einschalten.;ich;17385;33734;34095;33736;33784
157;09-04;Einschaltverzögerung;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0,5;min;0;300;5;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF57C;13;6;0;2;10;20512;0;124;245;[1, 2, 21, 2];[1, 0, 81];09-04  Einschaltverzögerung;Einschaltverzögerung des Wärmeerzeugers nach einer Wärmeanforderung. Dies entspricht auch der Vorlaufzeit Quellenpumpe oder Gebläse, da diese mit der Wärmeanforderung einschalten.;ich;17385;46960;47329;46962;47006
118;09-07;WEZ Typ;Einstellebene 9, WE Einstellungen Wärmepumpe;5;;0;6;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF250;4;0;0;3;9;18480;0;80;242;[1, 2, 21, 2];[1, 0, 81];09-07  WEZ Typ;"0 = kein Wärmeerzeuger aktiv  
1 = Zusatzwärmeerzeuger 1-stufig (Elektroheizung)
2 = Funktion nicht verfügbar
3 = Funktion nicht verfügbar
4 = Funktion nicht verfügbar
5 = Wärmepumpe ohne Kühlfunktion
6 = Wärmepumpe mit Kühlfunktion";ich;17385;34095;34498;34097;34128
158;09-07;WEZ Typ;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;1;;0;6;1;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF578;4;0;0;3;10;20528;0;120;245;[1, 2, 21, 2];[1, 0, 81];09-07  WEZ Typ;"0 = kein Wärmeerzeuger aktiv  
1 = Zusatzwärmeerzeuger 1-stufig (Elektroheizung)
2 = Funktion nicht verfügbar
3 = Funktion nicht verfügbar
4 = Funktion nicht verfügbar
5 = Wärmepumpe ohne Kühlfunktion
6 = Wärmepumpe mit Kühlfunktion";ich;17385;47329;47744;47331;47362
56;09-08;Wärmeerzeuger Sperre;Einstellebene 3, Raumtemperaturregelung;0;;0;3;1;Einstellebene 3, Raumtemperaturregelung;0xF2D4;4;0;0;13;3;6352;0;212;242;[1, 2, 21, 2];[0, 0, 81];09-08  Wärmeerzeuger Sperre;"0=keine Sperre   
1=WE1 (WP) gesperrt   
2=WE2 (E-Heizung) gesperrt   
3=WE1 und WE2 gesperrt";ich;17385;15384;15653;15386;15430
119;09-11;Bedingte WEZ Freigabe;Einstellebene 9, WE Einstellungen Wärmepumpe;0;;0;13;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF27C;4;0;0;4;9;18496;0;124;242;[1, 2, 21, 2];[1, 0, 81];09-11  Bedingte WEZ Freigabe;"0 = Keine Sperre.
1 = Wärmeerzeuger gesperrt.
2 = gesperrt wenn die Aussentemp. unter den Wert in 11-1 - 2K sinkt. 
3 = gesperrt wenn die Aussentemp. über den Wert in 11-1 steigt.";ich;17385;34498;34859;34500;34545
159;09-11;Bedingte WEZ Freigabe;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;10;;0;13;1;Einstellebene 10, WE Einstellungen Elektro Zusatzheizung;0xF5A4;4;0;0;4;10;20544;0;164;245;[1, 2, 21, 2];[1, 0, 81];09-11  Bedingte WEZ Freigabe;0 = frei;ich;17385;47744;47943;47746;47791
120;09-12;Aussentemperatursperre TAW;Einstellebene 9, WE Einstellungen Wärmepumpe;-50;°C;-50;50;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF27E;13;1;0;5;9;18512;0;126;242;[1, 2, 21, 2];[1, 0, 81];09-12  Aussentemperatursperre TAW;Aussentemperatur bei der die Sperrung des Wärmeerzeugers erfolgt.Die Sperrung erfolgt abhängig dem Wert im Einsteller 11-0 über oder unter dem eingestellten Wert.;ich;17385;34859;35205;34861;34911
